tipo,codigo_division,nombre_division,codigo_grupo,nombre_grupo,codigo_clase,nombre_clase,row_hash
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503637,Guayabas en lata o en frasco,66369b53e6356500b1220ce1f27801adfe99300656f50d7289a1f2edf446b8f0
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503639,Kiwis en lata o en frasco,6ec0fb8d611589f747be563a7d6d30143672d0d0c5fb7e48c222f66068a859bf
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503642,Limas en lata o en frasco,f9838a57455145a27ea8cd0f034d46e538d662325026306076f2b478ed896c03
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503641,Limones en lata o en frasco,9c8b93e461b87de765088316a32a36d8c31aef1d41f9fd8347aa65cbe699ee31
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503644,Mandarinas en lata o en frasco,bce5bdeff5da5f2750a52854ed11b35e1a024f411f2fc4e6d9f95f159cc22897
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503645,Mangos en lata o en frasco,c63e67a93b80a388e9ad903181ee15b5980e4ca637c8f0383eedfedb8966d12c
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503668,Manzanas dulces en lata o en frasco,acccb9d9d9b78a2fd8ec716105096aa6ddc90152f9bda0a731285c40dc0b0663
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503615,Manzanas en lata o en frasco,f1033755e03e0d97b8e6c3758bc46c4963b2ac9ff60e2f88002905644688bad7
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503652,Maracuyás en lata o en frasco,f8f58c7e64bd1eb8d29de3b67b5656ae4ebf5e6e81c35b6381f9f4a09832b6a2
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503646,Melones en lata o en frasco,ce61999a129d0807563224675d4eb1da2f837fcae5ad1bc046355809bec44649
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503661,Membrillos en lata o en frasco,ce97da2bd5127021098a42116362043baa9fc2bc9a80cdd9fde42537f2e08b59
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503648,Mirtos en lata o en frasco,295e109bbcf7710740bcc47b331c4863838b6aa1e15f836b564bec191317b4aa
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503620,Moras en lata o en frasco,78270948a8eb91eac6c4b950cba20e5b0ff21b92ea82250047ef586d74018816
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503647,Moras mulberry en lata o en frasco,8734474d35c80c70c3765d2aea846224bc434353e036176444d16d3e9500abff
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503650,Naranjas en lata o en frasco,fd503013f499a74aed3703a77287d00c26d9d23c3e6f8bbc43573016f1762b6b
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503640,Naranjos Chinos (kumquats) en lata o en frasco,b00f8e8e7d9cebac4dfaef6230a1bb20196a7fdd4f32e8dce04b64ec3f559475
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503649,Nectarinas en lata o en frasco,88b1d7bb7ce178d3092be5ee52bd6bcab0014d077225c7c0473ac5ac4008fd5e
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503643,Nísperos en lata o en frasco,79a7a526f548e80fce10ece142a2767566bbd942741d39f23e91c5061276e5e1
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503651,Papayas en lata o en frasco,d5f28f2df21055df8daaed9b624950737ec25c3db758d4b6f40c4798a24457ca
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503628,pasas de Corinto en lata o en frasco,621c97be53a8900a7fa43827705daa7ac6c85989281f76bc7c9c63b6ac6564dc
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503654,Peras en lata o en frasco,c6b5ec33d15944b1d1e7f3ef864a86978c6e9fd64910ffbf7c7aa97f796f0e4d
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503656,Piñas en lata o en frasco,670d092e59e9f1c0d7915fd6d44cb16f5e9ce1c8d6ac4485730f4068192f1bbd
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503630,Pitahayas en lata o en frasco,cc5b8556b3ea862591da6298fc1b8dfc1b8362590c9d703dd9200ceb9f323b9a
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503660,Pomelos en lata o en frasco,debb83e1b87fe83ae60e63f373194f095c7079bacf9216d4c69bbba7fdcc118c
Producto,50,"Alimentos, Bebidas y Tabaco",5036,Fruta en lata o en frasco,503663,Ruibarbos en lata o en frasco,86fcf2e2f5c66644ff5f6a8f8d878bc05de511c3bfcb4a7b06eb5491b5dfe80e
