dataset,source_url,tipos,divisiones,grupos,clases,hash
sat_pys_hierarchy,http://pys.sat.gob.mx/PyS/catPyS.aspx,2,57,421,3802,f5aabb7a9846672c159cc25dd0d8e1898fe08353b7855bfe5c09adac3e61fe5c
